  0	         0	         0
  1	         0	         0
  2	         0	         0
  3	         0	         0
  4	         0	         0
  5	         0	         0
  6	         0	         0
  7	         0	         0
  8	         0	         0
  9	         0	         0
 10	         0	         0
 11	         0	         0
 12	         0	         0
 13	         0	         0
 14	         0	         0
 15	         0	         0
 16	         0	         0
 17	         0	         0
 18	         0	         0
 19	         0	         0
 20	         0	         0
 21	         0	         0
 22	         0	         0
 23	         0	         0
 24	         0	         0
 25	         0	         0
 26	         0	         0
 27	         0	         0
 28	         0	         0
 29	         0	         0
 30	         0	         0
 31	         0	         0
 32	         0	         0
 33	         0	         0
 34	         0	         0
 35	         0	         0
 36	         0	         0
 37	         0	         0
 38	         0	         0
 39	         0	         0
 40	         0	         0
 41	         0	         0
 42	         0	         0
 43	         0	         0
 44	         0	         0
 45	         0	         0
 46	         0	         0
 47	         0	         0
 48	         0	         0
 49	         0	         0
 50	         0	         0
 51	         0	         0
 52	       225	         0
 53	         0	         0
 54	    121421	         0
 55	         0	         0
 56	   3097690	         0
 57	         0	         0
 58	   6175214	         1
 59	         0	         0
 60	   2596669	         0
 61	         0	         0
 62	    282256	         0
 63	         0	         0
 64	     48393	         0
 65	         0	         0
 66	     45142	         0
 67	         0	         0
 68	     44686	         0
 69	         0	         0
 70	     21379	         0
 71	         0	         0
 72	      2274	         0
 73	         0	         0
 74	      5660	         0
 75	         0	         0
 76	     24036	         0
 77	         0	         0
 78	     38748	         0
 79	         0	         0
 80	      3555	         0
 81	         0	         0
 82	       223	         0
 83	         0	         0
 84	       168	         0
 85	         0	         0
 86	       855	         0
 87	         0	         0
 88	     11083	         0
 89	         0	         0
 90	     31892	         0
 91	         0	         0
 92	      8650	         0
 93	         0	         0
 94	      2762	         0
 95	         0	         0
 96	       241	         0
 97	         0	         0
 98	       124	         0
 99	         0	         0
100	       111	         0
101	         0	         0
102	       348	         0
103	         0	         0
104	      1741	         0
105	         0	         0
106	      3924	         0
107	         0	         0
108	      3787	         0
109	         0	         0
110	      3871	         0
111	         0	         0
112	      2155	         0
113	         0	         0
114	       429	         0
115	         0	         0
116	        51	         0
117	         0	         0
118	        38	         0
119	         0	         0
120	        24	         0
121	         0	         0
122	        25	         0
123	         0	         0
124	        20	         0
125	         0	         0
126	        11	         0
127	         0	         0
128	         7	         0
129	         0	         0
130	         4	         0
131	         0	         0
132	         5	         0
133	         0	         0
134	         4	         0
135	         0	         0
136	         6	         0
137	         0	         0
138	         0	         0
139	         0	         0
140	         1	         0
141	         0	         0
142	         3	         0
143	         0	         0
144	         4	         0
145	         0	         0
146	         1	         0
147	         0	         0
148	         1	         0
149	         0	         0
150	         8	         0
151	         0	         0
152	        22	         0
153	         0	         0
154	        44	         0
155	         0	         0
156	        78	         0
157	         0	         0
158	        92	         0
159	         0	         0
160	        88	         0
161	         0	         0
162	        86	         0
163	         0	         0
164	        69	         0
165	         0	         0
166	        38	         0
167	         0	         0
168	        21	         0
169	         0	         0
170	        24	         0
171	         0	         0
172	        12	         0
173	         0	         0
174	         9	         0
175	         0	         0
176	        12	         0
177	         0	         0
178	        12	         0
179	         0	         0
180	        38	         0
181	         0	         0
182	        12	         0
183	         0	         0
184	         4	         0
185	         0	         0
186	         3	         0
187	         0	         0
188	         7	         0
189	         0	         0
190	         4	         0
191	         0	         0
192	         7	         0
193	         0	         0
194	        10	         0
195	         0	         0
196	        12	         0
197	         0	         0
198	        18	         0
199	         0	         0
200	        14	         0
201	         0	         0
202	        11	         0
203	         0	         0
204	         2	         0
205	         0	         0
206	         4	         0
207	         0	         0
208	         3	         0
209	         0	         0
210	         3	         0
211	         0	         0
212	         8	         0
213	         0	         0
214	         6	         0
215	         0	         0
216	         3	         0
217	         0	         0
218	         8	         0
219	         0	         0
220	        12	         1
221	         0	         0
222	        18	         0
223	         0	         0
224	        15	         0
225	         0	         0
226	        26	         0
227	         0	         0
228	        27	         0
229	         0	         0
230	        50	         1
231	         0	         0
232	        29	        10
233	         0	         0
234	        33	       165
235	         0	         0
236	        45	       593
237	         0	         0
238	        22	       878
239	         0	         0
240	        20	      1229
241	         0	         0
242	        21	      2291
243	         0	         0
244	        11	      3724
245	         0	         0
246	         1	      5244
247	         0	         0
248	         1	      8850
249	         0	         0
250	         2	     19659
251	         0	         0
252	         0	     34771
253	         0	         0
254	         1	     44669
255	         0	         0
256	         1	     40771
257	         0	         0
258	         3	     29416
259	         0	         0
260	         2	     19303
261	         0	         0
262	         3	     16583
263	         0	         0
264	         1	     20083
265	         0	         0
266	         0	     30910
267	         0	         0
268	         5	     56037
269	         0	         0
270	        16	     88185
271	         0	         0
272	        31	    106504
273	         0	         0
274	        38	     93284
275	         0	         0
276	        37	     82398
277	         0	         0
278	        72	    129987
279	         0	         0
280	       110	    245915
281	         0	         0
282	        81	    324137
283	         0	         0
284	        57	    257445
285	         0	         0
286	        59	    126780
287	         0	         0
288	       107	     54471
289	         0	         0
290	        61	     25874
291	         0	         0
292	        22	     23753
293	         0	         0
294	         8	     66036
295	         0	         0
296	         1	    124246
297	         0	         0
298	         0	    206805
299	         0	         0
300	         1	    284154
301	         0	         0
302	         1	    284438
303	         0	         0
304	         2	    213299
305	         0	         0
306	         0	    135648
307	         0	         0
308	         0	    105221
309	         0	         0
310	         1	    105917
311	         0	         0
312	         1	    113462
313	         0	         0
314	         0	    184077
315	         0	         0
316	         1	    449465
317	         0	         0
318	         1	    896991
319	         0	         0
320	         2	   1402038
321	         0	         0
322	         1	   1756298
323	         0	         0
324	         0	   1547636
325	         0	         0
326	         0	    865801
327	         0	         0
328	         1	    265362
329	         0	         0
330	         0	     68301
331	         0	         0
332	         1	     34803
333	         0	         0
334	         0	     29593
335	         0	         0
336	         0	     28289
337	         0	         0
338	         1	     24838
339	         0	         0
340	         0	     22438
341	         0	         0
342	         0	     21562
343	         0	         0
344	         0	     22543
345	         0	         0
346	         0	     26887
347	         0	         0
348	         1	     32949
349	         0	         0
350	         1	     43931
351	         0	         0
352	         0	     57141
353	         0	         0
354	         0	     60136
355	         0	         0
356	         0	     43256
357	         0	         0
358	         1	     26816
359	         0	         0
360	         0	     20413
361	         0	         0
362	         1	     16777
363	         0	         0
364	         0	     15510
365	         0	         0
366	         0	     14476
367	         0	         0
368	         0	     12925
369	         0	         0
370	         0	     11429
371	         0	         0
372	         0	     10315
373	         0	         0
374	         0	     10302
375	         0	         0
376	         0	      9869
377	         0	         0
378	         0	      9085
379	         0	         0
380	         0	      9091
381	         0	         0
382	         0	      9663
383	         0	         0
384	         0	     10404
385	         0	         0
386	         1	      8785
387	         0	         0
388	         0	      8099
389	         0	         0
390	         0	      7987
391	         0	         0
392	         0	      7921
393	         0	         0
394	         0	      7721
395	         0	         0
396	         0	      7011
397	         0	         0
398	         0	      6710
399	         0	         0
400	         0	      6453
401	         0	         0
402	         0	      5921
